timestamp,open,high,low,close
1372636800000,1239.851,1240.317,1238.497,1239.44
1372636860000,1239.244,1239.244,1236.778,1237.107
1372636920000,1237.086,1237.717,1237.086,1237.512
1372636980000,1237.512,1237.841,1237.426,1237.785
1372637040000,1237.765,1237.783,1236.997,1237.251
1372637100000,1237.317,1237.376,1236.565,1236.693
1372637160000,1236.707,1237.012,1236.647,1236.934
1372637220000,1236.958,1237.744,1236.927,1237.744
1372637280000,1237.764,1238.599,1237.581,1237.862
1372637340000,1237.97,1237.99,1237.217,1237.694
1372637400000,1237.663,1237.663,1237.124,1237.182
1372637460000,1237.171,1237.3,1236.968,1237.15
1372637520000,1237.161,1237.38,1236.852,1236.859
1372637580000,1236.851,1237.263,1236.625,1237.041
1372637640000,1237.091,1237.664,1237.002,1237.64
1372637700000,1237.722,1237.82,1237.034,1237.134
1372637760000,1237.145,1237.221,1236.633,1237.029
1372637820000,1237.043,1237.347,1236.968,1237.31
1372637880000,1237.31,1237.802,1237.31,1237.457
1372637940000,1237.44,1238.087,1237.395,1237.967
1372638000000,1237.89,1238.549,1237.89,1238.366
1372638060000,1238.392,1239.016,1238.383,1238.803
1372638120000,1238.776,1238.848,1237.533,1237.533
1372638180000,1237.494,1237.501,1236.517,1236.77
1372638240000,1236.799,1237.969,1236.662,1237.844
1372638300000,1237.844,1237.844,1237.389,1237.657
1372638360000,1237.726,1237.726,1237.582,1237.606
1372638420000,1237.592,1238.177,1237.581,1237.997
1372638480000,1238.011,1238.275,1237.877,1237.989
1372638540000,1237.819,1238.7,1237.701,1238.444
1372638600000,1238.433,1238.497,1237.769,1237.797
1372638660000,1237.67,1237.889,1237.593,1237.631
1372638720000,1237.641,1237.7,1236.875,1236.946
1372638780000,1236.827,1236.827,1235.381,1235.381
1372638840000,1235.419,1236.797,1235.184,1235.99
1372638900000,1236.011,1236.281,1235.796,1235.932
1372638960000,1235.935,1236.87,1235.839,1236.197
1372639020000,1236.187,1236.187,1235.122,1235.431
1372639080000,1235.535,1235.571,1235.127,1235.129
1372639140000,1235.146,1235.879,1235.108,1235.63
1372639200000,1235.615,1235.853,1235.509,1235.654
1372639260000,1235.691,1235.781,1235.127,1235.483
1372639320000,1235.55,1235.838,1235.246,1235.501
1372639380000,1235.516,1235.516,1235.158,1235.158
1372639440000,1235.109,1235.658,1235.109,1235.457
1372639500000,1235.434,1235.445,1235.38,1235.428
1372639560000,1235.441,1235.542,1235.383,1235.542
1372639620000,1235.492,1235.558,1235.198,1235.514
1372639680000,1235.421,1235.464,1235.096,1235.344
1372639740000,1235.379,1235.421,1234.342,1234.496
1372639800000,1234.483,1235.08,1233.296,1233.35
1372639860000,1233.336,1235.427,1233.336,1235.028
1372639920000,1235.049,1235.587,1234.813,1234.813
1372639980000,1234.828,1235.227,1234.81,1235.196
1372640040000,1235.221,1235.264,1234.973,1234.973
1372640100000,1234.928,1234.928,1233.012,1233.373
1372640160000,1233.39,1233.947,1233.11,1233.347
1372640220000,1233.347,1233.447,1232.746,1233.438
1372640280000,1233.245,1233.268,1232.244,1232.26
1372640340000,1232.193,1232.227,1228.855,1230.117
1372640400000,1230.137,1230.227,1225.657,1226.129
1372640460000,1226.157,1229.397,1226.157,1229.297
1372640520000,1229.297,1229.787,1228.317,1229.43
1372640580000,1229.446,1230.027,1228.947,1229.992
1372640640000,1229.987,1230.306,1229.828,1230.223
1372640700000,1230.208,1233.287,1230.15,1233.244
1372640760000,1233.216,1235.023,1233.01,1234.382
1372640820000,1234.307,1235.077,1233.407,1234.777
1372640880000,1234.907,1234.907,1232.807,1232.985
1372640940000,1232.987,1233.067,1231.967,1232.604
1372641000000,1232.593,1233.387,1232.1,1233.387
1372641060000,1233.373,1235.212,1233.26,1235.097
1372641120000,1235.097,1235.097,1233.863,1233.863
1372641180000,1233.863,1234.027,1233.507,1233.697
1372641240000,1233.657,1233.737,1233.177,1233.177
1372641300000,1233.177,1233.347,1231.85,1231.901
1372641360000,1231.907,1233.027,1231.607,1232.381
1372641420000,1232.394,1233.137,1232.394,1232.982
1372641480000,1232.997,1233.097,1232.947,1233.012
1372641540000,1232.997,1234.69,1232.937,1234.69
1372641600000,1234.707,1235.037,1233.932,1235.016
1372641660000,1235.027,1235.537,1234.375,1234.375
1372641720000,1234.357,1234.707,1233.87,1234.627
1372641780000,1234.586,1234.6,1233.952,1234.051
1372641840000,1234.055,1235.027,1234.043,1234.881
1372641900000,1234.845,1235.027,1233.519,1233.757
1372641960000,1233.757,1235.077,1233.577,1235.007
1372642020000,1235.007,1235.463,1234.591,1235.174
1372642080000,1235.135,1235.135,1234.35,1234.797
1372642140000,1234.797,1235.227,1234.597,1234.81
1372642200000,1234.823,1235.587,1234.601,1234.95
1372642260000,1234.937,1234.957,1233.937,1234.027
1372642320000,1234.047,1235.037,1233.941,1234.608
1372642380000,1234.623,1235.427,1234.623,1235.055
1372642440000,1235.07,1235.097,1234.908,1234.998
1372642500000,1234.998,1235.537,1234.997,1235.537
1372642560000,1235.552,1237.31,1235.552,1236.997
1372642620000,1237.095,1237.457,1236.234,1236.357
1372642680000,1236.357,1236.427,1235.928,1235.928
1372642740000,1235.937,1236.997,1235.914,1236.147
1372642800000,1236.147,1237.207,1236.013,1237.207
1372642860000,1237.207,1237.716,1236.902,1237.491
1372642920000,1237.491,1238.249,1237.491,1237.794
1372642980000,1237.794,1238.307,1236.691,1238.164
1372643040000,1238.16,1238.173,1237.329,1237.337
1372643100000,1237.337,1237.977,1237.274,1237.677
1372643160000,1237.664,1237.7,1236.363,1236.363
1372643220000,1236.338,1237.044,1236.029,1236.744
1372643280000,1236.657,1236.881,1236.387,1236.417
1372643340000,1236.317,1236.317,1234.537,1235.157
1372643400000,1235.157,1236.212,1234.977,1236.212
1372643460000,1236.23,1237.151,1236.219,1237.151
1372643520000,1237.197,1237.293,1236.421,1236.59
1372643580000,1236.557,1236.622,1235.88,1236.429
1372643640000,1236.457,1236.807,1235.897,1236.007
1372643700000,1236.013,1236.811,1236.013,1236.617
1372643760000,1236.628,1237.668,1236.628,1237.668
1372643820000,1237.658,1237.977,1236.95,1236.95
1372643880000,1236.997,1237.397,1236.872,1237.397
1372643940000,1237.397,1237.877,1237.397,1237.877
1372644000000,1237.877,1239.777,1237.877,1238.983
1372644060000,1238.758,1239.932,1238.481,1239.921
1372644120000,1239.737,1239.836,1238.739,1238.819
1372644180000,1238.747,1238.747,1237.777,1238.311
1372644240000,1238.298,1239.607,1238.298,1239.268
1372644300000,1239.249,1239.373,1238.547,1238.837
1372644360000,1238.837,1238.867,1238.187,1238.187
1372644420000,1238.187,1238.927,1238.097,1238.817
1372644480000,1238.817,1239.557,1238.758,1239.374
1372644540000,1239.377,1240.327,1239.199,1239.717
1372644600000,1239.717,1240.917,1239.547,1240.693
1372644660000,1240.693,1241.297,1239.734,1239.734
1372644720000,1239.691,1239.954,1238.711,1238.777
1372644780000,1238.777,1239.307,1238.615,1239.223
1372644840000,1239.223,1239.924,1238.907,1239.766
1372644900000,1239.766,1240.451,1239.489,1240.412
1372644960000,1240.44,1240.44,1239.225,1239.421
1372645020000,1239.385,1239.436,1238.827,1239.162
1372645080000,1239.143,1239.512,1239.092,1239.308
1372645140000,1239.297,1239.297,1238.901,1238.926
1372645200000,1238.911,1238.919,1238.384,1238.698
1372645260000,1238.698,1238.778,1238.392,1238.392
1372645320000,1238.379,1239.082,1238.264,1239.043
1372645380000,1239.087,1239.544,1239.087,1239.271
1372645440000,1239.271,1239.423,1239.217,1239.338
1372645500000,1239.324,1239.497,1239.323,1239.481
1372645560000,1239.466,1239.466,1239.113,1239.295
1372645620000,1239.295,1239.316,1239.231,1239.231
1372645680000,1239.231,1239.231,1238.979,1239.068
1372645740000,1239.079,1239.331,1239.079,1239.317
1372645800000,1239.317,1239.927,1239.188,1239.617
1372645860000,1239.617,1239.647,1239.431,1239.431
1372645920000,1239.439,1239.557,1238.861,1239.207
1372645980000,1239.188,1239.477,1239.15,1239.457
1372646040000,1239.535,1239.738,1239.366,1239.426
1372646100000,1239.437,1239.437,1239.232,1239.234
1372646160000,1239.219,1239.339,1239.129,1239.129
1372646220000,1239.149,1239.374,1239.137,1239.361
1372646280000,1239.314,1239.989,1239.314,1239.772
1372646340000,1239.867,1239.868,1239.516,1239.791
1372646400000,1239.819,1239.819,1239.431,1239.575
1372646460000,1239.557,1239.988,1239.464,1239.517
1372646520000,1239.537,1239.884,1239.407,1239.778
1372646580000,1239.819,1239.821,1239.435,1239.621
1372646640000,1239.608,1239.947,1239.588,1239.722
1372646700000,1239.732,1240.695,1239.732,1240.695
1372646760000,1240.69,1241.592,1240.666,1241.258
1372646820000,1241.298,1242.718,1241.298,1242.345
1372646880000,1242.33,1243.447,1242.139,1242.894
1372646940000,1242.793,1242.997,1242.107,1242.586
1372647000000,1242.601,1243.027,1242.307,1242.636
1372647060000,1242.566,1242.566,1241.378,1241.53
1372647120000,1241.51,1242.15,1241.464,1242.15
1372647180000,1242.117,1242.117,1241.501,1241.72
1372647240000,1241.766,1241.766,1241.107,1241.34
